戦略,利確pips,損切りpips,時間帯,曜日,ボラ条件,トレンド条件,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
トレンド押し目(EMA200+RSI40/60),8,5,16時台,全曜日,なし,トレンド順方向のみ,140,1.2,30.7,-141.0,8.0,-5.0,0.709,-171.0,11,49,1.2,40.8,15.0,8.0,-5.0,1.103,-61.0,6,1.5,21.5,不採用
"EMAクロス(10,50)",5,20,10時台,全曜日,なし,上昇トレンドのみ,113,1.0,77.9,-60.0,5.0,-20.0,0.88,-135.0,3,41,1.0,80.5,5.0,5.0,-20.0,1.031,-45.0,2,1.172,21.5,不採用
"EMAクロス(10,50)",8,5,16時台,全曜日,なし,下降トレンドのみ,111,1.1,45.0,95.0,8.0,-5.0,1.311,-61.0,8,39,1.1,46.2,37.2,7.9,-5.0,1.354,-35.0,7,1.033,21.5,要注意(取引数不足)
"MACDクロス(12,26,9)",8,10,16時台,全曜日,なし,レンジのみ,262,1.2,55.7,4.6,7.98,-10.0,1.004,-127.4,7,121,1.2,57.0,28.3,7.95,-10.0,1.054,-91.7,3,1.05,21.5,不採用
"EMAクロス(10,50)",15,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,278,1.2,39.2,-60.4,14.62,-9.78,0.963,-210.0,9,119,1.1,42.0,53.6,14.78,-9.93,1.078,-95.0,6,1.119,21.5,不採用
"EMAクロス(10,50)",10,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,281,1.2,46.6,-154.3,9.99,-9.76,0.895,-204.0,8,120,1.1,51.7,33.9,9.9,-10.0,1.058,-80.0,6,1.182,21.5,不採用
"EMAクロス(10,50)",20,10,10時台,全曜日,なし,レンジのみ,136,1.1,33.8,38.9,20.0,-9.79,1.044,-150.0,10,52,1.1,38.5,80.0,20.0,-10.0,1.25,-90.0,9,1.197,21.5,要注意(取引数不足)
"RSI逆張り(25,75)",8,15,10時台,全曜日,なし,下降トレンドのみ,66,1.1,69.7,68.0,8.0,-15.0,1.227,-59.0,3,32,1.1,68.8,26.0,8.0,-15.0,1.173,-44.0,2,0.956,21.5,不採用
"EMAクロス(10,50)",15,10,22時台,全曜日,なし,下降トレンドのみ,120,1.2,42.5,-6.3,12.68,-9.46,0.99,-173.6,10,48,1.1,43.8,36.6,14.16,-9.66,1.14,-75.7,5,1.152,21.5,不採用
"RSI逆張り(25,75)",5,5,東京(9-15時),全曜日,なし,トレンド順方向のみ,9,1.0,77.8,25.0,5.0,-5.0,3.5,-5.0,1,4,1.0,75.0,10.0,5.0,-5.0,3.0,-5.0,1,0.857,21.5,要注意(取引数不足)
"RSI逆張り(30,70)",20,5,16時台,全曜日,なし,下降トレンドのみ,123,1.2,25.2,160.0,20.0,-5.0,1.348,-85.0,15,34,1.1,26.5,55.0,20.0,-5.0,1.44,-45.0,9,1.068,21.5,要注意(取引数不足)
"EMAクロス(10,50)",20,5,10時台,全曜日,なし,レンジのみ,143,1.1,21.7,65.0,20.0,-4.96,1.117,-110.0,14,57,1.2,24.6,65.0,20.0,-5.0,1.302,-65.0,13,1.166,21.5,要注意(取引数不足)
"RSI逆張り(25,75)",8,10,東京(9-15時),全曜日,なし,トレンド順方向のみ,9,1.0,77.8,36.0,8.0,-10.0,2.8,-10.0,1,4,1.0,75.0,14.0,8.0,-10.0,2.4,-10.0,1,0.857,21.5,要注意(取引数不足)
"MACDクロス(12,26,9)",20,15,9時台,全曜日,なし,下降トレンドのみ,251,1.1,47.4,429.0,19.93,-14.71,1.221,-117.3,7,96,1.3,46.9,140.4,20.0,-14.89,1.185,-139.6,4,0.971,21.4,不採用
"EMAクロス(5,20)",10,5,10時台,全曜日,なし,下降トレンドのみ,172,1.3,36.6,85.0,10.0,-5.0,1.156,-95.0,9,58,1.3,39.7,55.0,10.0,-5.0,1.314,-70.0,10,1.137,21.4,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),20,10,22時台,全曜日,なし,レンジのみ,110,1.1,37.3,20.3,16.44,-9.48,1.031,-123.2,8,65,1.1,40.0,56.5,16.75,-9.72,1.149,-88.9,6,1.114,21.4,不採用
"RSI逆張り(25,75)",10,20,ロンドン(16-21時),全曜日,なし,なし,543,1.3,62.6,-531.7,9.83,-19.08,0.863,-535.1,6,193,1.4,58.5,-430.2,10.0,-19.5,0.724,-500.7,7,0.839,21.4,不採用
"EMAクロス(10,50)",8,15,22時台,全曜日,なし,下降トレンドのみ,113,1.1,56.6,-155.2,7.81,-13.37,0.763,-187.4,4,47,1.1,66.0,12.2,8.0,-14.74,1.052,-66.0,4,1.379,21.4,不採用
"RSI逆張り(30,70)",20,5,9時台,全曜日,なし,レンジのみ,195,1.2,21.5,72.5,19.94,-5.0,1.095,-125.0,19,75,1.4,22.7,50.0,20.0,-5.0,1.172,-45.0,9,1.07,21.4,不採用
トレンド押し目(EMA200+RSI40/60),20,20,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,252,1.0,46.8,-359.1,17.54,-18.13,0.852,-448.4,11,92,1.1,54.3,161.9,18.38,-18.03,1.214,-216.5,8,1.425,21.4,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),5,10,9時台,全曜日,なし,トレンド順方向のみ,127,1.0,59.8,-130.0,5.0,-10.0,0.745,-140.0,5,44,1.0,68.2,10.0,5.0,-10.0,1.071,-75.0,4,1.438,21.4,不採用
"EMAクロス(5,20)",20,10,21時台,全曜日,なし,なし,726,1.2,40.2,929.6,17.67,-9.75,1.22,-229.5,12,280,1.2,30.7,-366.4,17.81,-9.78,0.807,-412.5,11,0.661,21.4,過剰最適化疑い
"RSI逆張り(30,70)",8,10,9時台,全曜日,なし,上昇トレンドのみ,190,1.1,56.8,44.0,8.0,-10.0,1.054,-140.0,6,61,1.1,57.4,20.0,8.0,-10.0,1.077,-54.0,3,1.022,21.4,不採用
"MACDクロス(12,26,9)",10,15,21時台,全曜日,なし,なし,829,1.2,56.5,-521.3,9.71,-14.04,0.897,-549.8,7,320,1.2,52.2,-525.4,9.93,-14.27,0.759,-550.4,10,0.846,21.4,不採用
トレンド押し目(EMA200+RSI40/60),20,15,22時台,全曜日,なし,レンジのみ,102,1.1,45.1,33.8,16.14,-12.66,1.048,-131.4,7,61,1.1,49.2,50.4,15.5,-13.38,1.122,-78.0,5,1.071,21.4,不採用
トレンド押し目(EMA200+RSI40/60),20,20,22時台,全曜日,なし,上昇トレンドのみ,75,1.0,50.7,-17.0,15.59,-16.47,0.972,-138.9,5,37,1.0,48.6,19.4,15.02,-13.21,1.077,-60.8,3,1.108,21.4,不採用
"EMAクロス(5,20)",10,20,NY(21-23時),全曜日,なし,なし,1092,1.3,63.0,-326.7,9.67,-17.27,0.953,-757.4,6,425,1.4,58.4,-796.4,9.74,-18.15,0.752,-858.7,7,0.789,21.4,不採用
"EMAクロス(5,20)",10,10,NY(21-23時),全曜日,なし,下降トレンドのみ,442,1.6,50.2,59.1,9.86,-9.68,1.028,-163.6,11,175,1.7,42.3,-260.0,9.84,-9.78,0.737,-307.4,9,0.717,21.4,不採用
"RSI逆張り(25,75)",8,5,9時台,全曜日,なし,上昇トレンドのみ,107,1.1,40.2,24.0,8.0,-5.0,1.075,-57.0,7,26,1.1,42.3,13.0,8.0,-5.0,1.173,-26.0,5,1.091,21.4,不採用
"RSI逆張り(30,70)",10,10,東京(9-15時),全曜日,なし,下降トレンドのみ,572,1.7,52.8,329.5,10.0,-9.96,1.122,-140.0,8,256,2.0,43.8,-320.0,10.0,-10.0,0.778,-430.0,9,0.693,21.4,不採用
"EMAクロス(10,50)",5,20,9時台,全曜日,なし,下降トレンドのみ,118,1.1,74.6,-160.0,5.0,-20.0,0.733,-170.0,3,45,1.0,80.0,0.0,5.0,-20.0,1.0,-50.0,2,1.364,21.3,不採用
"RSI逆張り(30,70)",8,5,22時台,全曜日,なし,下降トレンドのみ,161,1.3,33.5,-103.0,8.0,-5.0,0.807,-143.0,13,56,1.4,39.3,6.0,8.0,-5.0,1.035,-54.0,4,1.283,21.3,不採用
トレンド押し目(EMA200+RSI40/60),8,20,16時台,全曜日,なし,レンジのみ,158,1.0,69.6,-57.7,7.97,-19.46,0.938,-209.7,4,62,1.1,72.6,25.3,8.0,-19.69,1.076,-104.0,3,1.147,21.3,不採用
"RSI逆張り(30,70)",20,10,ロンドン(16-21時),全曜日,なし,レンジのみ,358,1.2,38.0,363.1,18.8,-9.88,1.166,-203.1,9,125,1.4,28.0,-221.6,19.18,-9.92,0.752,-270.0,10,0.645,21.3,過剰最適化疑い
"RSI逆張り(25,75)",8,20,NY(21-23時),全曜日,なし,上昇トレンドのみ,186,1.2,60.2,-425.8,7.81,-17.57,0.673,-436.2,5,45,1.1,66.7,4.1,8.0,-15.73,1.017,-72.0,3,1.5,21.3,不採用
"MACDクロス(12,26,9)",15,20,16時台,全曜日,なし,下降トレンドのみ,246,1.1,60.2,298.7,14.78,-19.27,1.158,-284.8,6,81,1.1,60.5,99.6,14.59,-19.23,1.162,-130.0,4,1.003,21.3,不採用
"EMAクロス(10,50)",8,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,283,1.2,51.9,-147.5,8.0,-9.73,0.889,-173.9,5,121,1.1,57.0,27.9,7.94,-10.0,1.054,-82.0,6,1.186,21.3,不採用
トレンド押し目(EMA200+RSI40/60),5,15,16時台,全曜日,なし,なし,286,1.1,69.9,-280.2,5.0,-14.89,0.781,-365.2,5,105,1.1,75.2,5.0,5.0,-15.0,1.013,-95.0,3,1.297,21.3,不採用
"RSI逆張り(30,70)",20,20,東京(9-15時),全曜日,なし,下降トレンドのみ,487,1.5,52.0,377.7,19.61,-19.59,1.082,-594.8,6,214,1.6,44.9,-459.5,19.62,-19.86,0.804,-820.0,8,0.743,21.3,不採用
"RSI逆張り(25,75)",20,5,16時台,全曜日,なし,上昇トレンドのみ,79,1.1,24.1,56.2,18.75,-5.0,1.187,-95.0,12,26,1.3,26.9,19.3,16.33,-5.0,1.203,-35.7,4,1.013,21.3,要注意(取引数不足)
"EMAクロス(10,50)",15,20,10時台,全曜日,なし,レンジのみ,132,1.0,51.5,-254.7,14.78,-19.69,0.798,-370.0,4,49,1.1,59.2,35.0,15.0,-20.0,1.088,-100.0,5,1.363,21.3,不採用
トレンド押し目(EMA200+RSI40/60),5,20,16時台,全曜日,なし,なし,279,1.1,77.8,-133.2,4.98,-19.59,0.89,-295.0,3,103,1.1,79.6,13.6,5.0,-18.88,1.034,-96.7,3,1.162,21.3,不採用
"RSI逆張り(30,70)",5,5,16時台,全曜日,なし,下降トレンドのみ,124,1.2,49.2,-10.0,5.0,-5.0,0.968,-75.0,10,35,1.2,54.3,15.0,5.0,-5.0,1.188,-45.0,7,1.227,21.3,不採用
"EMAクロス(10,50)",20,10,22時台,全曜日,なし,下降トレンドのみ,120,1.2,37.5,-31.4,15.14,-9.51,0.956,-159.6,10,48,1.1,37.5,41.6,18.46,-9.69,1.143,-80.7,6,1.196,21.3,不採用
トレンド押し目(EMA200+RSI40/60),15,5,9時台,全曜日,なし,上昇トレンドのみ,78,1.1,23.1,-30.0,15.0,-5.0,0.9,-95.0,14,36,1.0,27.8,20.0,15.0,-5.0,1.154,-50.0,7,1.282,21.3,不採用
"RSI逆張り(25,75)",8,5,10時台,全曜日,なし,なし,222,1.2,41.0,73.0,8.0,-5.0,1.111,-61.0,6,88,1.2,42.0,41.0,8.0,-5.0,1.161,-47.0,8,1.045,21.3,不採用
"RSI逆張り(30,70)",15,20,21時台,全曜日,なし,上昇トレンドのみ,165,1.0,51.5,-184.2,13.79,-16.96,0.864,-255.1,6,57,1.1,59.6,33.1,14.1,-19.4,1.074,-125.0,3,1.243,21.3,不採用
"EMAクロス(10,50)",15,5,10時台,全曜日,なし,レンジのみ,143,1.1,24.5,-10.0,15.0,-4.95,0.981,-120.0,14,57,1.2,28.1,35.0,15.0,-5.0,1.171,-50.0,10,1.194,21.3,不採用
"EMAクロス(5,20)",20,15,9時台,全曜日,なし,トレンド順方向のみ,198,1.0,43.9,63.8,19.59,-14.78,1.039,-210.1,6,95,1.1,47.4,133.8,19.39,-14.77,1.181,-158.0,7,1.137,21.3,不採用
"EMAクロス(10,50)",15,20,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,255,1.1,56.1,23.5,14.49,-18.29,1.011,-244.7,4,114,1.0,57.9,64.8,14.57,-18.69,1.072,-110.0,5,1.06,21.2,不採用
"EMAクロス(5,20)",20,5,9時台,全曜日,なし,レンジのみ,337,1.4,18.7,-110.0,20.0,-5.0,0.92,-250.0,22,94,1.3,22.3,55.0,20.0,-5.0,1.151,-100.0,10,1.251,21.2,不採用
"RSI逆張り(25,75)",8,15,東京(9-15時),全曜日,なし,トレンド順方向のみ,9,1.0,77.8,26.0,8.0,-15.0,1.867,-15.0,1,4,1.0,75.0,9.0,8.0,-15.0,1.6,-15.0,1,0.857,21.2,要注意(取引数不足)
"RSI逆張り(30,70)",5,10,10時台,全曜日,なし,レンジのみ,147,1.1,70.1,75.0,5.0,-10.0,1.17,-65.0,3,61,1.2,68.9,20.0,5.0,-10.0,1.105,-50.0,2,0.944,21.2,不採用
"RSI逆張り(25,75)",15,5,16時台,全曜日,なし,下降トレンドのみ,72,1.2,26.4,20.0,15.0,-5.0,1.075,-65.0,11,28,1.4,28.6,20.0,15.0,-5.0,1.2,-45.0,6,1.116,21.2,要注意(取引数不足)
"MACDクロス(12,26,9)",10,10,22時台,全曜日,なし,トレンド順方向のみ,295,1.1,47.8,-110.4,9.42,-9.34,0.923,-279.6,6,120,1.1,53.3,55.5,9.62,-10.0,1.099,-120.0,7,1.191,21.2,不採用
"RSI逆張り(30,70)",5,20,全時間,全曜日,なし,トレンド順方向のみ,265,1.1,82.3,189.1,4.98,-19.1,1.211,-110.0,3,97,1.1,82.5,56.3,4.95,-20.0,1.166,-120.0,3,0.963,21.2,不採用
"EMAクロス(10,50)",5,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,287,1.2,61.3,-217.7,5.0,-9.89,0.802,-227.7,4,121,1.1,66.9,3.9,4.99,-10.0,1.01,-76.1,4,1.259,21.2,不採用
"RSI逆張り(25,75)",15,20,9時台,全曜日,なし,なし,237,1.0,61.6,368.3,14.9,-19.86,1.204,-155.0,5,77,1.1,61.0,105.0,15.0,-20.0,1.175,-120.0,4,0.976,21.2,不採用
"EMAクロス(10,50)",15,15,21時台,全曜日,なし,トレンド順方向のみ,78,1.0,64.1,280.2,13.9,-14.81,1.676,-84.7,5,40,1.0,55.0,65.6,13.19,-12.47,1.292,-45.0,3,0.771,21.2,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),8,10,22時台,全曜日,なし,レンジのみ,113,1.2,50.4,-67.9,8.0,-9.36,0.87,-148.4,5,68,1.2,55.9,5.6,7.91,-9.83,1.019,-60.0,3,1.171,21.2,不採用
"RSI逆張り(30,70)",15,15,9時台,全曜日,なし,レンジのみ,168,1.1,48.8,-63.8,14.82,-14.88,0.95,-183.8,8,61,1.1,50.8,26.8,15.0,-14.61,1.061,-75.0,4,1.117,21.2,不採用
"EMAクロス(10,50)",8,5,NY(21-23時),全曜日,なし,下降トレンドのみ,249,1.3,37.3,-25.4,8.0,-4.93,0.967,-127.9,12,101,1.3,40.6,28.0,8.0,-5.0,1.093,-54.0,8,1.13,21.2,不採用
"RSI逆張り(25,75)",15,20,東京(9-15時),全曜日,なし,上昇トレンドのみ,330,1.3,53.6,-379.4,14.94,-19.77,0.875,-584.4,11,116,1.4,48.3,-343.2,15.0,-19.72,0.71,-393.2,6,0.811,21.2,不採用
"RSI逆張り(25,75)",20,10,10時台,全曜日,なし,上昇トレンドのみ,93,1.1,26.9,-180.0,20.0,-10.0,0.735,-220.0,11,31,1.0,35.5,20.0,20.0,-10.0,1.1,-60.0,6,1.497,21.2,不採用
トレンド押し目(EMA200+RSI40/60),5,15,22時台,全曜日,なし,下降トレンドのみ,51,1.1,74.5,27.0,5.0,-12.54,1.166,-70.0,3,28,1.1,75.0,14.6,5.0,-12.91,1.162,-55.0,2,0.997,21.2,不採用
"EMAクロス(10,50)",10,15,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,267,1.1,56.6,-133.4,9.96,-14.11,0.919,-235.0,5,118,1.1,61.0,46.1,9.86,-14.43,1.069,-115.0,6,1.163,21.1,不採用
"EMAクロス(10,50)",8,20,21時台,全曜日,なし,トレンド順方向のみ,78,1.0,75.6,111.7,7.77,-18.26,1.322,-68.0,3,40,1.0,72.5,40.0,7.79,-16.9,1.215,-60.0,3,0.919,21.1,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),20,15,16時台,全曜日,なし,上昇トレンドのみ,75,1.0,37.3,-187.2,17.98,-14.69,0.729,-235.8,7,28,1.0,42.9,26.0,20.0,-13.38,1.121,-90.0,6,1.5,21.1,不採用
"EMAクロス(10,50)",5,15,10時台,全曜日,なし,トレンド順方向のみ,44,1.0,68.2,-60.0,5.0,-15.0,0.714,-100.0,2,16,1.1,75.0,0.0,5.0,-15.0,1.0,-40.0,2,1.401,21.1,不採用
"EMAクロス(5,20)",15,20,NY(21-23時),全曜日,なし,トレンド順方向のみ,443,1.1,57.1,212.7,13.45,-16.79,1.067,-312.3,8,166,1.1,50.0,-363.2,13.52,-17.9,0.755,-389.2,7,0.708,21.1,不採用
トレンド押し目(EMA200+RSI40/60),15,20,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,254,1.0,52.0,-356.5,13.95,-18.01,0.838,-491.9,6,93,1.1,60.2,131.9,14.37,-18.19,1.196,-227.5,8,1.427,21.1,不採用
"RSI逆張り(25,75)",15,5,10時台,全曜日,なし,なし,222,1.2,27.9,126.9,14.95,-5.0,1.159,-80.0,13,88,1.2,29.5,70.4,14.63,-5.0,1.227,-70.0,12,1.059,21.1,要注意(取引数不足)
"EMAクロス(10,50)",15,10,16時台,全曜日,なし,下降トレンドのみ,106,1.1,48.1,215.0,15.0,-10.0,1.391,-80.0,5,38,1.1,47.4,61.2,14.51,-10.0,1.306,-60.0,5,0.939,21.1,要注意(取引数不足)
"RSI逆張り(25,75)",10,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,9,1.0,77.8,30.0,10.0,-20.0,1.75,-20.0,1,4,1.0,75.0,10.0,10.0,-20.0,1.5,-20.0,1,0.857,21.1,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),20,5,9時台,全曜日,なし,上昇トレンドのみ,78,1.1,19.2,-15.0,20.0,-5.0,0.952,-85.0,14,36,1.0,22.2,20.0,20.0,-5.0,1.143,-45.0,7,1.201,21.1,不採用
トレンド押し目(EMA200+RSI40/60),10,20,16時台,全曜日,なし,レンジのみ,156,1.0,64.7,-53.0,9.95,-19.23,0.95,-253.0,4,62,1.1,67.7,25.3,10.0,-19.73,1.064,-100.0,3,1.12,21.1,不採用
"EMAクロス(10,50)",8,5,21時台,全曜日,なし,下降トレンドのみ,128,1.1,38.3,0.7,8.0,-4.95,1.002,-92.0,11,54,1.3,40.7,16.0,8.0,-5.0,1.1,-39.0,6,1.098,21.1,不採用
"EMAクロス(10,50)",15,5,NY(21-23時),全曜日,なし,下降トレンドのみ,249,1.3,24.5,-81.0,13.91,-4.94,0.913,-152.7,12,101,1.3,27.7,43.2,14.58,-5.0,1.118,-70.0,13,1.225,21.1,不採用
"RSI逆張り(25,75)",5,5,21時台,全曜日,なし,なし,236,1.2,39.8,-240.0,5.0,-5.0,0.662,-255.0,8,55,1.2,50.9,5.0,5.0,-5.0,1.037,-45.0,6,1.5,21.1,不採用
"RSI逆張り(30,70)",20,5,10時台,全曜日,なし,下降トレンドのみ,145,1.2,16.6,-153.6,18.81,-5.0,0.746,-224.1,18,65,1.2,21.5,25.0,20.0,-5.0,1.098,-55.0,11,1.472,21.1,不採用
"RSI逆張り(25,75)",10,15,22時台,全曜日,なし,レンジのみ,50,1.0,50.0,-103.9,9.56,-13.71,0.697,-133.9,4,16,1.1,62.5,1.7,9.17,-15.0,1.019,-50.0,3,1.462,21.1,不採用
"EMAクロス(10,50)",10,10,NY(21-23時),全曜日,なし,下降トレンドのみ,242,1.3,49.2,-17.3,9.72,-9.54,0.985,-150.0,8,98,1.3,52.0,28.9,9.78,-10.0,1.061,-70.0,5,1.077,21.1,不採用
"EMAクロス(10,50)",20,15,全時間,全曜日,なし,上昇トレンドのみ,1831,2.0,41.9,-1388.0,18.36,-14.54,0.91,-1620.6,14,760,2.2,38.0,-1461.9,18.69,-14.57,0.787,-1566.9,14,0.865,21.1,不採用
"MACDクロス(12,26,9)",20,15,NY(21-23時),全曜日,なし,レンジのみ,388,1.3,43.0,-234.7,17.06,-13.96,0.924,-482.7,9,148,1.3,36.5,-338.1,17.49,-13.64,0.736,-370.9,8,0.797,21.1,不採用
"EMAクロス(5,20)",15,10,NY(21-23時),全曜日,なし,下降トレンドのみ,436,1.5,42.2,120.3,13.97,-9.72,1.049,-210.0,11,172,1.6,33.7,-278.9,14.4,-9.77,0.75,-336.0,9,0.715,21.1,不採用
"EMAクロス(10,50)",20,15,NY(21-23時),全曜日,なし,下降トレンドのみ,228,1.2,43.4,-174.2,16.0,-13.63,0.901,-357.2,8,92,1.2,45.7,39.4,18.03,-14.35,1.055,-102.5,5,1.171,21.1,不採用
"RSI逆張り(25,75)",5,10,9時台,全曜日,なし,上昇トレンドのみ,104,1.1,66.3,-5.0,5.0,-10.0,0.986,-85.0,4,25,1.0,68.0,5.0,5.0,-10.0,1.062,-45.0,2,1.077,21.1,不採用
"RSI逆張り(25,75)",5,20,21時台,全曜日,なし,レンジのみ,47,1.1,74.5,-51.5,5.0,-18.87,0.773,-106.5,4,15,1.0,80.0,0.0,5.0,-20.0,1.0,-40.0,1,1.294,21.1,不採用
"EMAクロス(5,20)",10,15,NY(21-23時),全曜日,なし,下降トレンドのみ,401,1.4,58.4,-33.0,9.82,-13.96,0.986,-308.3,8,149,1.4,51.0,-317.8,9.84,-14.6,0.702,-365.2,6,0.712,21.0,不採用
"RSI逆張り(25,75)",5,5,16時台,全曜日,なし,なし,189,1.2,45.0,-95.0,5.0,-5.0,0.817,-120.0,9,61,1.3,50.8,5.0,5.0,-5.0,1.033,-45.0,5,1.264,21.0,不採用
"RSI逆張り(30,70)",20,20,16時台,全曜日,なし,下降トレンドのみ,112,1.1,53.6,158.3,19.64,-19.62,1.155,-199.9,5,32,1.1,56.2,96.4,20.0,-18.83,1.366,-140.0,7,1.183,21.0,要注意(取引数不足)
"MACDクロス(12,26,9)",10,10,21時台,全曜日,なし,下降トレンドのみ,279,1.3,46.6,-167.6,9.86,-9.73,0.884,-239.9,11,116,1.3,50.9,27.6,10.0,-9.87,1.049,-90.0,6,1.187,21.0,不採用
"RSI逆張り(30,70)",15,15,全時間,全曜日,なし,トレンド順方向のみ,261,1.1,52.5,198.6,14.58,-14.5,1.11,-256.0,8,97,1.1,54.6,118.5,14.25,-14.48,1.186,-165.0,6,1.068,21.0,不採用
"MACDクロス(12,26,9)",20,10,16時台,全曜日,なし,下降トレンドのみ,274,1.2,40.5,557.5,19.63,-9.95,1.344,-270.0,11,89,1.2,38.2,133.5,20.0,-9.93,1.244,-100.0,6,0.926,21.0,要注意(取引数不足)
"RSI逆張り(25,75)",10,15,全時間,全曜日,なし,トレンド順方向のみ,52,1.0,53.8,-80.0,10.0,-15.0,0.778,-95.0,3,20,1.0,60.0,0.0,10.0,-15.0,1.0,-35.0,2,1.285,21.0,不採用
"RSI逆張り(30,70)",10,5,16時台,全曜日,なし,下降トレンドのみ,123,1.2,40.7,135.0,10.0,-5.0,1.37,-60.0,10,34,1.1,41.2,40.0,10.0,-5.0,1.4,-45.0,8,1.022,21.0,要注意(取引数不足)
"RSI逆張り(25,75)",20,20,21時台,全曜日,なし,上昇トレンドのみ,89,1.0,40.4,-339.4,16.89,-17.88,0.642,-364.3,5,13,1.0,53.8,2.1,17.44,-20.0,1.017,-60.0,3,1.5,21.0,不採用
トレンド押し目(EMA200+RSI40/60),20,15,10時台,全曜日,なし,下降トレンドのみ,36,1.1,41.7,-15.0,20.0,-15.0,0.952,-75.0,5,4,1.0,50.0,0.9,15.45,-15.0,1.03,-15.0,1,1.082,21.0,不採用
"RSI逆張り(30,70)",20,10,10時台,全曜日,なし,上昇トレンドのみ,191,1.2,28.8,-260.0,20.0,-10.0,0.809,-270.0,15,74,1.2,37.8,108.1,20.0,-9.82,1.239,-171.9,13,1.5,21.0,要注意(取引数不足)
"MACDクロス(12,26,9)",10,15,NY(21-23時),全曜日,なし,レンジのみ,395,1.3,53.4,-542.3,9.55,-13.9,0.788,-659.6,5,152,1.3,48.7,-377.7,9.63,-13.98,0.654,-389.6,6,0.83,21.0,不採用
トレンド押し目(EMA200+RSI40/60),20,20,9時台,全曜日,なし,トレンド順方向のみ,123,1.0,48.8,-22.3,19.82,-19.23,0.982,-230.5,9,43,1.0,53.5,38.7,18.24,-19.05,1.102,-100.0,4,1.122,21.0,不採用
"RSI逆張り(30,70)",8,5,10時台,全曜日,なし,上昇トレンドのみ,205,1.2,36.1,-63.0,8.0,-5.0,0.904,-149.0,9,76,1.2,39.5,10.0,8.0,-5.0,1.043,-38.0,6,1.154,21.0,不採用
トレンド押し目(EMA200+RSI40/60),8,10,東京(9-15時),全曜日,なし,上昇トレンドのみ,324,1.2,52.5,-180.0,8.0,-10.0,0.883,-356.0,7,123,1.2,44.7,-230.9,8.0,-9.87,0.656,-248.0,8,0.743,21.0,不採用
"MACDクロス(12,26,9)",10,15,22時台,全曜日,なし,レンジのみ,195,1.1,55.9,-54.4,9.52,-12.69,0.95,-274.5,7,80,1.2,58.8,8.6,9.44,-13.18,1.02,-64.6,3,1.074,20.9,不採用
トレンド押し目(EMA200+RSI40/60),15,10,16時台,全曜日,なし,上昇トレンドのみ,78,1.1,35.9,-105.5,14.09,-10.0,0.789,-170.0,8,30,1.1,40.0,9.4,15.0,-9.48,1.055,-50.0,5,1.337,20.9,不採用
"RSI逆張り(30,70)",10,20,東京(9-15時),全曜日,なし,下降トレンドのみ,497,1.5,68.6,324.2,9.98,-19.74,1.105,-356.5,4,219,1.7,60.3,-430.0,9.92,-20.0,0.753,-610.0,6,0.681,20.9,不採用
"MACDクロス(12,26,9)",10,15,21時台,全曜日,なし,下降トレンドのみ,256,1.2,54.3,-263.8,9.89,-14.0,0.839,-297.3,6,105,1.2,60.0,17.7,10.0,-14.58,1.029,-115.0,4,1.226,20.9,不採用
"EMAクロス(10,50)",15,5,9時台,全曜日,なし,レンジのみ,192,1.2,25.0,0.0,15.0,-5.0,1.0,-175.0,10,57,1.3,28.1,35.0,15.0,-5.0,1.171,-60.0,11,1.171,20.9,不採用
"EMAクロス(10,50)",15,15,16時台,全曜日,なし,レンジのみ,93,1.0,58.1,210.4,14.6,-14.82,1.364,-150.0,6,37,1.1,56.8,61.2,14.34,-15.0,1.255,-75.0,4,0.92,20.9,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),10,10,東京(9-15時),全曜日,なし,トレンド順方向のみ,555,1.2,48.3,-183.6,9.97,-9.95,0.936,-446.6,9,187,1.2,41.2,-320.9,10.0,-9.92,0.706,-320.9,8,0.754,20.9,不採用
"EMAクロス(10,50)",20,5,9時台,全曜日,なし,レンジのみ,192,1.2,20.8,40.0,20.0,-5.0,1.053,-165.0,10,57,1.3,22.8,40.0,20.0,-5.0,1.182,-55.0,11,1.123,20.9,不採用
